epoch,mid_time,mid_time_err,tra_or_occ
1599,2458050.6431635213,0.00048418458718379857,tra
1608,2458060.4658237835,0.0012185218740524222,tra
1620,2458073.5627032095,0.001406442583381118,tra
1621,2458074.654109781,0.0006469886166881902,tra
1624,2458077.9283294543,0.0010520028130719984,tra
1666,2458123.767398286,0.0009306538488950355,tra
1667,2458124.8588045416,0.001092373498435535,tra
1674,2458132.498648146,0.0017453102675496052,tra
1676,2458134.681460546,0.0015004788006386805,tra
1678,2458136.86427292,0.0009485517747098737,tra
1695,2458155.4181770734,0.0007281425905050103,tra
1695,2458155.4181770734,0.0003355708227821565,tra
1696,2458156.5095831435,0.0012990623818137515,tra
1699,2458159.783801317,0.0012348646065466807,tra
1701,2458161.966613402,0.0009532302130998327,tra
1701,2458161.966613402,0.0019336680527848652,tra
1702,2458163.0580194355,0.0003612161781966881,tra
1702,2458163.0580194355,0.0013044393702866522,tra
1705,2458166.3322374998,0.0015754648049460308,tra
1716,2458178.337703269,0.0018584748246105141,tra
1930,2458411.8984631333,0.0005831202674053322,tra
1985,2458471.9257342457,0.0013333137408789255,tra
1997,2458485.5644430015,0.001008363627953789,occ
2006,2458494.8452359643,0.0019690169775224715,tra
2010,2458499.75310023,0.0019272357386133376,occ
2014,2458504.1188409757,0.0007897256939187844,occ
2017,2458506.850688924,0.0017532459198025506,tra
2018,2458508.4845817476,0.0005057474442551771,occ
2026,2458517.2160633677,0.0006121376644875698,occ
